tweet_id,favorites,retweets,user_followers,user_favourites,date_time
873213775632977920,7139,1565,7600094,140839,2017-06-09 16:22:42
872967104147763200,26985,5352,7600094,140839,2017-06-09 00:02:31
872820683541237760,14512,3656,7600094,140839,2017-06-08 14:20:41
872620804844003328,20522,3651,7600094,140839,2017-06-08 01:06:27
872486979161796608,40155,8936,7600094,140839,2017-06-07 16:14:40
872261713294495745,33767,6255,7600094,140839,2017-06-07 01:19:32
872122724285648897,33995,8051,7600094,140839,2017-06-06 16:07:15
871879754684805121,37508,11064,7600094,140839,2017-06-06 00:01:46
871762521631449091,20021,3450,7600094,140839,2017-06-05 16:15:56
871515927908634625,19981,3431,7600094,140839,2017-06-04 23:56:03
871166179821445120,0,5668,7600094,140839,2017-06-04 00:46:17
871102520638267392,20700,5470,7600094,140839,2017-06-03 20:33:19
871032628920680449,22424,3794,7600094,140839,2017-06-03 15:55:36
870804317367881728,33268,6169,7600094,140839,2017-06-03 00:48:22
870726314365509632,119,3,7600094,140839,2017-06-02 19:38:25
870656317836468226,12290,2631,7600095,140839,2017-06-02 15:00:16
870374049280663552,81956,26102,7600095,140839,2017-06-01 20:18:38
870308999962521604,21637,4141,7599478,140838,2017-06-01 16:00:09
870063196459192321,36333,8326,7600095,140839,2017-05-31 23:43:25
869772420881756160,42059,10002,7600095,140839,2017-05-31 04:27:59
869702957897576449,27999,6336,7600095,140839,2017-05-30 23:51:58
869596645499047938,15853,3127,7600095,140839,2017-05-30 16:49:31
869227993411051520,20300,3777,7600095,140839,2017-05-29 16:24:37
868880397819494401,65203,14477,7600095,140839,2017-05-28 17:23:24
868639477480148993,0,2098,7600095,140839,2017-05-28 01:26:04
868622495443632128,26598,5297,7600095,140839,2017-05-28 00:18:35
868552278524837888,10074,2098,7600095,140839,2017-05-27 19:39:34
867900495410671616,24071,4182,7600095,140839,2017-05-26 00:29:37
867774946302451713,33826,7349,7600095,140839,2017-05-25 16:10:44
867421006826221569,16046,2510,7600095,140839,2017-05-24 16:44:18
867072653475098625,0,121,7600096,140839,2017-05-23 17:40:04
867051520902168576,32122,7893,7600096,140839,2017-05-23 16:16:06
866720684873056260,20023,4834,7600096,140839,2017-05-22 18:21:28
866686824827068416,19280,3499,7600095,140839,2017-05-22 16:06:55
866450705531457537,121975,35462,7600095,140839,2017-05-22 00:28:40
866334964761202691,52461,14523,7600095,140839,2017-05-21 16:48:45
866094527597207552,0,8423,7600095,140839,2017-05-21 00:53:21
865718153858494464,25606,5653,7600096,140839,2017-05-19 23:57:46
865359393868664832,26456,5032,7600096,140839,2017-05-19 00:12:11
865006731092295680,27989,7737,7600096,140839,2017-05-18 00:50:50
864873206498414592,32283,8767,7600096,140839,2017-05-17 16:00:15
864279568663928832,14637,3059,7600096,140839,2017-05-16 00:41:21
864197398364647424,30197,9017,7600096,140839,2017-05-15 19:14:50
863907417377173506,20645,4182,7600096,140839,2017-05-15 00:02:33
863553081350529029,15333,4223,7600096,140839,2017-05-14 00:34:33
863471782782697472,0,2480,7600096,140839,2017-05-13 19:11:30
863432100342583297,23866,5320,7600096,140839,2017-05-13 16:33:49
863427515083354112,2270,97,7600096,140839,2017-05-13 16:15:35
863079547188785154,8794,1115,7600096,140839,2017-05-12 17:12:53
863062471531167744,8561,2480,7600097,140839,2017-05-12 16:05:02
862831371563274240,19221,5151,7600097,140839,2017-05-12 00:46:44
862722525377298433,17122,3568,7600097,140839,2017-05-11 17:34:13
862457590147678208,20618,5021,7600097,140839,2017-05-11 00:01:27
862096992088072192,74785,23598,7600097,140839,2017-05-10 00:08:34
861383897657036800,36244,10860,7600097,140839,2017-05-08 00:54:59
861288531465048066,17283,4214,7600097,140839,2017-05-07 18:36:02
861005113778896900,16803,3850,7600097,140839,2017-05-06 23:49:50
860981674716409858,0,2188,7600097,140839,2017-05-06 22:16:42
860924035999428608,0,835,7600097,140839,2017-05-06 18:27:40
860563773140209665,7561,2188,7600097,140839,2017-05-05 18:36:06
860524505164394496,23774,5370,7600097,140839,2017-05-05 16:00:04
860276583193509888,18421,3533,7600098,140839,2017-05-04 23:34:55
860184849394610176,16800,5943,7600098,140839,2017-05-04 17:30:24
860177593139703809,0,31424,7600098,140839,2017-05-04 17:01:34
859924526012018688,19696,4170,7600098,140839,2017-05-04 00:15:58
859851578198683649,15530,3572,7600098,140839,2017-05-03 19:26:06
859607811541651456,18743,1603,7600098,140839,2017-05-03 03:17:27
859196978902773760,90612,30804,7600098,140839,2017-05-02 00:04:57
859074603037188101,34164,13884,7600098,140839,2017-05-01 15:58:40
858860390427611136,0,8324,7600098,140839,2017-05-01 01:47:28
858843525470990336,15686,3551,7600098,140839,2017-05-01 00:40:27
858471635011153920,21711,4951,7600098,140839,2017-04-30 00:02:42
858107933456039936,15891,2979,7600098,140839,2017-04-28 23:57:28
857989990357356544,16302,2644,7600098,140839,2017-04-28 16:08:49
857746408056729600,34662,10885,7600098,140839,2017-04-28 00:00:54
857393404942143489,5982,1689,7600098,140839,2017-04-27 00:38:11
857263160327368704,20246,4627,7600098,140839,2017-04-26 16:00:39
857214891891077121,230,18,7600098,140839,2017-04-26 12:48:51
857062103051644929,0,177,7600098,140839,2017-04-26 02:41:43
857029823797047296,19173,4115,7600098,140839,2017-04-26 00:33:27
856602993587888130,0,10980,7600098,140839,2017-04-24 20:17:23
856543823941562368,16487,2957,7600098,140839,2017-04-24 16:22:16
856526610513747968,12006,1935,7600098,140839,2017-04-24 15:13:52
856330835276025856,0,701,7600098,140839,2017-04-24 02:15:55
856288084350160898,526,17,7600098,140839,2017-04-23 23:26:03
856282028240666624,28136,6503,7600098,140839,2017-04-23 23:01:59
855862651834028034,352,28,7600098,140839,2017-04-22 19:15:32
855860136149123072,5121,1060,7600098,140839,2017-04-22 19:05:32
855857698524602368,12031,2178,7600098,140839,2017-04-22 18:55:51
855851453814013952,46154,18257,7600099,140839,2017-04-22 18:31:02
855818117272018944,27045,5599,7600099,140839,2017-04-22 16:18:34
855459453768019968,30438,8478,7600099,140839,2017-04-21 16:33:22
855245323840757760,0,6184,7600099,140839,2017-04-21 02:22:29
855138241867124737,0,47,7600100,140839,2017-04-20 19:16:59
854732716440526848,23271,6327,7600100,140839,2017-04-19 16:25:34
854482394044301312,29886,7114,7600100,140839,2017-04-18 23:50:52
854365224396361728,19286,4862,7600100,140839,2017-04-18 16:05:17
854120357044912130,32637,7767,7600100,140839,2017-04-17 23:52:16
854010172552949760,16543,3274,7600100,140839,2017-04-17 16:34:26
853760880890318849,29217,6020,7600100,140839,2017-04-17 00:03:50
853639147608842240,35639,10558,7600100,140839,2017-04-16 16:00:07
853299958564483072,15898,3721,7600100,140839,2017-04-15 17:32:18
852936405516943360,0,2093,7600100,140839,2017-04-14 17:27:40
852912242202992640,9285,1916,7600100,140839,2017-04-14 15:51:39
852672615818899456,15295,2252,7600101,140839,2017-04-13 23:59:28
852553447878664193,16792,3669,7600101,140839,2017-04-13 16:05:56
852311364735569921,33972,10321,7600101,140839,2017-04-13 00:03:59
852226086759018497,20544,7104,7600101,140839,2017-04-12 18:25:07
852189679701164033,11774,1662,7600101,140839,2017-04-12 16:00:27
851953902622658560,0,10075,7600101,140839,2017-04-12 00:23:33
851861385021730816,0,23,7600101,140839,2017-04-11 18:15:55
851591660324737024,16669,3634,7600101,140839,2017-04-11 00:24:08
851464819735769094,24964,7419,7600101,140839,2017-04-10 16:00:07
851224888060895234,21300,5991,7600101,140839,2017-04-10 00:06:42
850753642995093505,31934,9730,7600101,140839,2017-04-08 16:54:09
850380195714523136,13454,2746,7600101,140839,2017-04-07 16:10:12
850333567704068097,3537,350,7600101,140839,2017-04-07 13:04:55
850145622816686080,16834,4024,7600101,140839,2017-04-07 00:38:06
850019790995546112,21100,5149,7600101,140839,2017-04-06 16:18:05
849776966551130114,31442,7987,7600101,140839,2017-04-06 00:13:11
849668094696017920,0,5214,7600101,140839,2017-04-05 17:00:34
849412302885593088,16397,3305,7600101,140839,2017-04-05 00:04:08
849336543269576704,11801,1990,7600101,140839,2017-04-04 19:03:06
849051919805034497,43879,8967,7600101,140839,2017-04-04 00:12:06
848690551926992896,26051,4549,7600101,140839,2017-04-03 00:16:10
848324959059550208,25596,4841,7600101,140839,2017-04-02 00:03:26
848213670039564288,8458,786,7600101,140839,2017-04-01 16:41:12
848212111729840128,16898,3240,7600101,140839,2017-04-01 16:35:01
847978865427394560,0,3442,7600101,140839,2017-04-01 01:08:10
847971574464610304,0,449,7600101,140839,2017-04-01 00:39:12
847962785489326080,24341,5388,7600101,140839,2017-04-01 00:04:17
847842811428974592,5671,1419,7599484,140838,2017-03-31 16:07:33
847617282490613760,7262,447,7600101,140839,2017-03-31 01:11:22
847606175596138505,19452,3583,7600101,140839,2017-03-31 00:27:14
847251039262605312,21207,4542,7600101,140839,2017-03-30 00:56:03
847157206088847362,20682,6190,7600101,140839,2017-03-29 18:43:12
847116187444137987,22206,3379,7600101,140839,2017-03-29 16:00:12
846874817362120707,20822,4155,7600101,140839,2017-03-29 00:01:05
846514051647705089,46344,12278,7600101,140839,2017-03-28 00:07:32
846505985330044928,14632,3267,7600100,140839,2017-03-27 23:35:28
846153765933735936,32917,9605,7600100,140839,2017-03-27 00:15:53
846139713627017216,32073,10460,7600100,140839,2017-03-26 23:20:02
846042936437604353,16610,3066,7600100,140839,2017-03-26 16:55:29
845812042753855489,30453,9268,7600100,140839,2017-03-26 01:38:00
845677943972139009,26105,5071,7600100,140839,2017-03-25 16:45:08
845397057150107648,7931,1915,7600100,140839,2017-03-24 22:08:59
845306882940190720,24243,5718,7600100,140839,2017-03-24 16:10:40
845098359547420673,0,8124,7600100,140839,2017-03-24 02:22:04
844979544864018432,14164,2744,7600100,140839,2017-03-23 18:29:57
844973813909606400,15715,3413,7600100,140839,2017-03-23 18:07:10
844704788403113984,40288,10980,7600100,140839,2017-03-23 00:18:10
844580511645339650,17154,3334,7600100,140839,2017-03-22 16:04:20
844223788422217728,14190,2338,7600100,140839,2017-03-21 16:26:50
843981021012017153,15754,3110,7600100,140839,2017-03-21 00:22:10
843856843873095681,22295,4921,7600100,140839,2017-03-20 16:08:44
843604394117681152,17601,2930,7600100,140839,2017-03-19 23:25:35
843235543001513987,22412,6432,7600100,140839,2017-03-18 22:59:54
842846295480000512,15867,3830,7600100,140839,2017-03-17 21:13:10
842765311967449089,7036,1356,7600100,140839,2017-03-17 15:51:22
842535590457499648,18875,3731,7600100,140839,2017-03-17 00:38:32
842163532590374912,25528,6184,7600100,140839,2017-03-16 00:00:07
842115215311396866,14607,3230,7600100,140839,2017-03-15 20:48:07
841833993020538882,0,16339,7600100,140839,2017-03-15 02:10:39
841680585030541313,26750,8264,7600100,140839,2017-03-14 16:01:03
841439858740625411,13179,3920,7600100,140839,2017-03-14 00:04:30
841320156043304961,20641,5798,7600100,140839,2017-03-13 16:08:50
841314665196081154,16532,5006,7600100,140839,2017-03-13 15:47:01
841077006473256960,23894,5668,7600100,140839,2017-03-13 00:02:39
840761248237133825,0,1872,7600100,140839,2017-03-12 03:07:56
840728873075638272,0,17264,7600100,140839,2017-03-12 00:59:17
840698636975636481,185,2,7600100,140839,2017-03-11 22:59:09
840696689258311684,12840,1043,7600100,140839,2017-03-11 22:51:24
840632337062862849,9376,1872,7600100,140839,2017-03-11 18:35:42
840370681858686976,17207,4859,7600100,140839,2017-03-11 01:15:58
840268004936019968,20159,6129,7600100,140839,2017-03-10 18:27:58
839990271299457024,14042,2454,7600100,140839,2017-03-10 00:04:21
839549326359670784,28802,8324,7600100,140839,2017-03-08 18:52:12
839290600511926273,0,154,7600100,140839,2017-03-08 01:44:07
839239871831150596,28477,6994,7600100,140839,2017-03-07 22:22:32
838952994649550848,20527,4252,7600100,140839,2017-03-07 03:22:35
838921590096166913,11693,2222,7600100,140839,2017-03-07 01:17:48
838916489579200512,0,36,7600100,140839,2017-03-07 00:57:32
838831947270979586,0,11821,7600100,140839,2017-03-06 19:21:35
838561493054533637,11436,1418,7600100,140839,2017-03-06 01:26:54
838476387338051585,23651,5153,7600100,140839,2017-03-05 19:48:43
838201503651401729,0,10804,7600100,140839,2017-03-05 01:36:26
838150277551247360,1761,354,7600100,140839,2017-03-04 22:12:52
838085839343206401,147,0,7600099,140839,2017-03-04 17:56:49
838083903487373313,18466,3378,7600099,140839,2017-03-04 17:49:08
837820167694528512,35841,8423,7600099,140839,2017-03-04 00:21:08
837482249356513284,4019,471,7600099,140839,2017-03-03 01:58:22
837471256429613056,13409,2457,7600099,140839,2017-03-03 01:14:41
837366284874571778,22157,5676,7600099,140839,2017-03-02 18:17:34
837110210464448512,16800,2560,7600099,140839,2017-03-02 01:20:01
836989968035819520,13359,2466,7600099,140839,2017-03-01 17:22:13
836753516572119041,20174,4950,7600099,140839,2017-03-01 01:42:39
836677758902222849,13232,2381,7600099,140839,2017-02-28 20:41:37
836648853927522308,0,586,7600099,140839,2017-02-28 18:46:45
836397794269200385,0,29672,7600099,140839,2017-02-28 02:09:08
836380477523124226,15458,3179,7600100,140839,2017-02-28 01:00:19
836260088725786625,22309,4608,7600100,140839,2017-02-27 17:01:56
836001077879255040,20045,4608,7600100,140839,2017-02-26 23:52:43
835685285446955009,0,8755,7600100,140839,2017-02-26 02:57:52
835574547218894849,18688,3888,7600099,140839,2017-02-25 19:37:50
835536468978302976,0,1826,7600099,140839,2017-02-25 17:06:32
835309094223372289,0,22590,7600099,140839,2017-02-25 02:03:02
835297930240217089,17252,3225,7600099,140839,2017-02-25 01:18:40
835264098648616962,8124,1826,7600099,140839,2017-02-24 23:04:14
835246439529840640,2193,78,7600100,140839,2017-02-24 21:54:03
835172783151792128,27465,6168,7600100,140839,2017-02-24 17:01:22
835152434251116546,23599,3245,7600100,140839,2017-02-24 15:40:31
834931633769889797,11389,1772,7600100,140839,2017-02-24 01:03:08
834786237630337024,22257,5902,7600100,140839,2017-02-23 15:25:23
834574053763584002,14380,2727,7600100,140839,2017-02-23 01:22:14
834477809192075265,0,11472,7600100,140839,2017-02-22 18:59:48
834458053273591808,10099,1804,7600100,140839,2017-02-22 17:41:18
834209720923721728,21662,5146,7600101,140839,2017-02-22 01:14:30
834167344700198914,16573,3911,7600101,140839,2017-02-21 22:26:07
834089966724603904,10559,2285,7600101,140839,2017-02-21 17:18:39
834086379323871233,13732,2388,7600101,140839,2017-02-21 17:04:24
833863086058651648,14101,2590,7600101,140839,2017-02-21 02:17:06
833826103416520705,18918,4018,7600101,140839,2017-02-20 23:50:09
833732339549220864,0,232,7600101,140839,2017-02-20 17:37:34
833722901757046785,21792,3459,7600101,140839,2017-02-20 17:00:04
833479644947025920,15628,2224,7600101,140839,2017-02-20 00:53:27
833124694597443584,21239,5214,7600101,140839,2017-02-19 01:23:00
832998151111966721,13984,2388,7600101,140839,2017-02-18 17:00:10
832769181346996225,0,40,7600101,140839,2017-02-18 01:50:19
832757312314028032,17713,3901,7600101,140839,2017-02-18 01:03:09
832682457690300417,12499,3164,7600101,140839,2017-02-17 20:05:43
832645525019123713,3077,559,7600101,140839,2017-02-17 17:38:57
832636094638288896,16689,3010,7600101,140839,2017-02-17 17:01:29
832397543355072512,12570,2396,7599484,140838,2017-02-17 01:13:34
832369877331693569,18071,3442,7600101,140839,2017-02-16 23:23:38
832273440279240704,11908,2514,7600102,140839,2017-02-16 17:00:25
832215909146226688,0,6674,7600102,140839,2017-02-16 13:11:49
832215726631055365,0,10120,7600102,140839,2017-02-16 13:11:05
832088576586297345,70,2,7600102,140839,2017-02-16 04:45:50
832040443403784192,0,10477,7600102,140839,2017-02-16 01:34:34
832032802820481025,18769,5001,7600102,140839,2017-02-16 01:04:13
831939777352105988,25267,6623,7600102,140839,2017-02-15 18:54:34
831926988323639298,359,35,7600102,140839,2017-02-15 18:03:45
831911600680497154,29137,7042,7600102,140839,2017-02-15 17:02:36
831670449226514432,11001,1953,7600102,140839,2017-02-15 01:04:21
831650051525054464,7571,2093,7600103,140839,2017-02-14 23:43:18
831552930092285952,9480,2475,7600103,140839,2017-02-14 17:17:22
831322785565769729,9706,1648,7600103,140839,2017-02-14 02:02:51
831315979191906304,6888,1207,7600103,140839,2017-02-14 01:35:49
831309418084069378,12363,2634,7600103,140839,2017-02-14 01:09:44
831262627380748289,12554,2213,7599486,140838,2017-02-13 22:03:49
830956169170665475,8402,1615,7600103,140839,2017-02-13 01:46:03
830583320585068544,70552,18173,7600103,140839,2017-02-12 01:04:29
830173239259324417,0,6161,7600103,140839,2017-02-10 21:54:58
830097400375152640,10365,3249,7600103,140839,2017-02-10 16:53:37
829878982036299777,0,5426,7600103,140839,2017-02-10 02:25:42
829861396166877184,12897,2114,7600103,140839,2017-02-10 01:15:49
829501995190984704,33479,11472,7600103,140839,2017-02-09 01:27:41
829449946868879360,11044,2200,7600103,140839,2017-02-08 22:00:52
829374341691346946,36534,10075,7600103,140839,2017-02-08 17:00:26
829141528400556032,25858,8019,7600103,140839,2017-02-08 01:35:19
829011960981237760,55967,17564,7600103,140839,2017-02-07 17:00:28
828801551087042563,0,3675,7600103,140839,2017-02-07 03:04:22
828770345708580865,26999,6348,7600104,140839,2017-02-07 01:00:22
828708714936930305,38664,12150,7600104,140839,2017-02-06 20:55:28
828650029636317184,10037,1460,7600104,140839,2017-02-06 17:02:17
828409743546925057,6643,1247,7600104,140839,2017-02-06 01:07:28
828408677031882754,8082,1390,7600104,140839,2017-02-06 01:03:14
828381636999917570,13338,2412,7600104,140839,2017-02-05 23:15:47
828376505180889089,7799,1150,7600104,140839,2017-02-05 22:55:23
828372645993398273,13241,3187,7600104,140839,2017-02-05 22:40:03
828361771580813312,2318,184,7600104,140839,2017-02-05 21:56:51
828046555563323392,12420,3100,7600104,140839,2017-02-05 01:04:17
828011680017821696,10947,2329,7600104,140839,2017-02-04 22:45:42
827933404142436356,21278,5658,7600104,140839,2017-02-04 17:34:40
827653905312006145,16287,3251,7600103,140839,2017-02-03 23:04:02
827600520311402496,7829,1028,7600103,140839,2017-02-03 19:31:54
827324948884643840,16768,3325,7600103,140839,2017-02-03 01:16:53
827199976799354881,11182,2430,7600103,140839,2017-02-02 17:00:17
826958653328592898,22822,5426,7600103,140839,2017-02-02 01:01:21
826848821049180160,38578,11081,7600104,140839,2017-02-01 17:44:55
826615380357632002,0,4283,7600104,140839,2017-02-01 02:17:19
826598799820865537,5408,276,7600104,140839,2017-02-01 01:11:25
826598365270007810,10662,2551,7600104,140839,2017-02-01 01:09:42
826476773533745153,19494,4544,7600104,140839,2017-01-31 17:06:32
826240494070030336,14063,2810,7600104,140839,2017-01-31 01:27:39
826204788643753985,5172,1010,7600105,140839,2017-01-30 23:05:46
826115272272650244,16578,3405,7600105,140839,2017-01-30 17:10:04
825876512159186944,11080,2028,7600105,140839,2017-01-30 01:21:19
825829644528148480,13490,2698,7600105,140839,2017-01-29 22:15:05
825535076884762624,55148,18666,7600105,140839,2017-01-29 02:44:34
825147591692263424,19387,4969,7600105,140839,2017-01-28 01:04:51
825120256414846976,0,1391,7600105,140839,2017-01-27 23:16:13
825026590719483904,6731,1391,7600105,140839,2017-01-27 17:04:02
824796380199809024,0,5972,7600105,140839,2017-01-27 01:49:15
824775126675836928,15875,3825,7600106,140839,2017-01-27 00:24:48
824663926340194305,10681,1888,7600106,140839,2017-01-26 17:02:56
824325613288833024,12487,11288,7600106,140839,2017-01-25 18:38:36
824297048279236611,15955,4204,7600106,140839,2017-01-25 16:45:05
824025158776213504,5057,641,7600106,140839,2017-01-24 22:44:42
823939628516474880,11283,2949,7600106,140839,2017-01-24 17:04:50
823719002937630720,0,12201,7600108,140839,2017-01-24 02:28:08
823699002998870016,13343,2630,7600108,140839,2017-01-24 01:08:40
823581115634085888,13823,2876,7600108,140839,2017-01-23 17:20:14
823333489516937216,738,27,7600108,140839,2017-01-23 00:56:15
823322678127919110,16692,4370,7600108,140839,2017-01-23 00:13:17
823269594223824897,0,10714,7600108,140839,2017-01-22 20:42:21
822975315408461824,18336,3741,7600108,140839,2017-01-22 01:12:59
822872901745569793,140458,47718,7600109,140839,2017-01-21 18:26:02
822859134160621569,14030,2491,7600109,140839,2017-01-21 17:31:20
822647212903690241,0,6978,7600109,140839,2017-01-21 03:29:14
822610361945911296,15684,3230,7600109,140839,2017-01-21 01:02:48
822489057087389700,19283,6978,7600109,140839,2017-01-20 17:00:46
822462944365645825,30227,15956,7600109,140839,2017-01-20 15:17:01
822244816520155136,37169,10714,7600109,140839,2017-01-20 00:50:15
822163064745328640,0,5236,7600109,140839,2017-01-19 19:25:24
821886076407029760,12067,2551,7600109,140839,2017-01-19 01:04:45
821813639212650496,0,3637,7600109,140839,2017-01-18 20:16:54
821765923262631936,8936,1816,7600109,140839,2017-01-18 17:07:18
821522889702862852,8518,1932,7600109,140839,2017-01-18 01:01:34
821421320206483457,0,6097,7600109,140839,2017-01-17 18:17:58
821407182352777218,12495,4736,7600109,140839,2017-01-17 17:21:47
821153421864615936,270,10,7600109,140839,2017-01-17 00:33:26
821149554670182400,9263,2195,7600109,140839,2017-01-17 00:18:04
821107785811234820,10186,2319,7600109,140839,2017-01-16 21:32:06
821044531881721856,13465,2496,7600109,140839,2017-01-16 17:20:45
820837357901512704,0,7308,7600109,140839,2017-01-16 03:37:31
820749716845686786,33529,10804,7600109,140839,2017-01-15 21:49:15
820690176645140481,12965,3515,7600109,140839,2017-01-15 17:52:40
820494788566847489,0,617,7600109,140839,2017-01-15 04:56:16
